customer_tweet_id,agent_tweet_id,customer_text,agent_reply,created_at
1292607,1292605,"You're honestly the worst airline ever ! At least with Easyjet, it's always on time 💅🏻","Sorry to hear this, Julie. Has your flight been delayed today? If so I do hope you're now on your way. ^Lisa",Sat Nov 25 20:14:01 +0000 2017
1292606,1292608,My flight has been canceled ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,We're sorry to hear this Julie. Has the staff at the airport managed to rebook you? ^Kit,Sat Nov 25 23:52:52 +0000 2017
1293290,1293289,Huge Thanks - top service from Melanie Tranmer and Nathan at Gatwick. Took hold of problem and sorted when noone else would,"That's great to hear, Arnla! Thanks for letting us know, and for your kind comments for Melanie and Nathan. ^JR",Thu Oct 26 21:06:23 +0000 2017
1293292,1293291,they tell me customers are happy paying to reserve seats is that true ?? I think not,"Seats can be reserved for free at check in, Happy. I hope this helps. ^Lolly",Thu Oct 26 21:04:53 +0000 2017
1293294,1293293,"Hey , 7 weeks in a row that flight BA6431 has been delayed. What is going on?","We're sorry to hear this, Charles. We hope the delays haven't caused too much of an inconvenience for you. ^Lolly",Thu Oct 26 21:03:46 +0000 2017
1294082,1294081,Hi. Now I have encountered another issue. I arrived last thursday and landed in Washington Dulles but one of my bags did not!!!! I have been calling ever since and no one has been able to tell me where the bag is. This is urgent. I have important stuff there,"Hi Jose, we're so sorry to hear your bags are delayed. Please DM us with your baggage reference, full name and email address so we can take a look. ^Jane",Tue Nov 21 06:42:48 +0000 2017
1294086,1294085,"Hey there :) I got a question, I signed up for the Executive Club some weeks ago while you had this signup bonus action about 5000 Avios but I never got them. Can you give me an explanation please? Greetings from Germany, Shawn :)","Hi there Shawn, sorry for the late reply. Please DM us with your Exec number, full name, home address and date of birth so we can take a look. ^Jane",Tue Nov 21 06:33:48 +0000 2017
1294090,1294087,"blah, blah, blah. Heard it all before. Took you 3wks to respond to my wife.. with zero result. 👎🏼💩",A lot of the changes we have made are based on customer feedback. We're sorry you're so unhappy but you do still have the option to use the check in desk if you prefer. ^Jane,Tue Nov 21 06:31:14 +0000 2017
1294088,1294091,we have the option to use another airline. One which hasn’t decided the customer is valueless.,"Hi there, once again we're disappointed to hear this. As advised before you do have the option to use the check in desk if preferred. ^ Barbara",Tue Nov 21 09:14:33 +0000 2017
1294093,1294092,"my own experience only a month ago was a feeling that I was doing your staff’s job for no pay, and being treated like a mug","Hi there. We're sorry you feel this way. Your comments are important to us, so we will pass them on to our Customer Experience team. ^N",Mon Nov 20 21:20:14 +0000 2017
1294097,1294094,"first eroding cust service, then self-service bag check, now ‘classist’ boarding.. you really know how to be hated.",We're introducing new boarding procedures to speed up the process and make it simpler for customers to understand. This method has been used by airlines around the world for a number of years. ^Gill,Mon Nov 20 15:36:49 +0000 2017
1294099,1294098,"Doors to manual, before departure?? 🤔",We hope this was corrected and you had a great flight! We're you travelling somewhere nice? ^Jane,Tue Nov 21 06:22:36 +0000 2017
1294102,1294101,"Lovely Captain says we are about to take off....I LURVE it.... Vr ""rotate""...it's where the magic begins #GeekNerdyAvHead ❤️❤️",Hi Carol. We hope you're having fun. Cabin Crew doors to manual and cross check. ^N,Mon Nov 20 21:40:58 +0000 2017
1294114,1294113,The standard we’ve come accustom to. #racetothebottom https://t.co/2alxkDV113,"Hi Darren, we're sorry to hear that. Did you report the problem to the crew onboard. ^Jane",Tue Nov 21 06:19:52 +0000 2017
1294118,1294116,Been going to Brussels airport for years now and only just discovered they got a british airways lounge - i'm a fool,At least now you've realised you can enjoy the benefits! Have a great flight today. ^Jane,Tue Nov 21 06:18:35 +0000 2017
1294337,1294338,hi I am unable to add the avios from my recent flight - says please check ticket number is correct. Can you help please?,"date of birth, home and email address. Also, confirm your flight details. We'll look at it for you. Thanks. 2/2 ^Liz",Thu Nov 02 07:31:35 +0000 2017
1295979,1295982,#coeliac has anyone pre ordered from business class menu based on allergens or safer to order a #gf meal? #glutenfree,"We do offer a gluten free meal. If you need any help, please let us know. Please be aware that we do need at least 24 hours...1/2",Thu Oct 26 21:39:38 +0000 2017
1295984,1295983,Fantastic flight home thanks to Rebekah and Aiden on the BA278 you should be proud to have them be your brand!,Thanks for letting us know Michelle. We'll certainly let them know! Have a great evening! ^Lolly,Thu Oct 26 21:35:58 +0000 2017
1295986,1295985,I’m BA 2136 and silver status. My flight has just been delayed 1.5hrs. Can I get lounge access for the delay?,"Apologies for the delay, Garry. We hope you made your flight. ^Lolly",Thu Oct 26 21:30:35 +0000 2017
1296241,1296239,"We've been delayed already by 7hrs at LHR, on a 2nd plane &amp; still no news. Get your stuff together. This is appalling!","Hi Kim, I'm sorry about the delay I hope this wasn't too much of an inconvenience. ^Tom P",Sat Sep 09 09:05:05 +0000 2017
1296240,1296243,"Actually Tom, it was a huge inconvenience. Is that the best you can do?","We're so sorry it caused such an inconvenience, Kim. Could you please DM us your 1/2",Mon Oct 16 11:03:04 +0000 2017
1296435,1296434,Lovely tier point run with and #britishairways Airport Hotels it is... https://t.co/RJk1ji2FOP,"We certainly approve, Stephen! Keep up the good work! ^Lolly",Thu Oct 26 21:58:34 +0000 2017
1296437,1296438,"BA2156 30JAN18 Plane chge = no window seat now. What is in front of row 10? First class? If so, is it poss to upgrade. txs","Hi, please send us a DM with some more info and we'll take a look for you. Please include your full name, booking reference and 1/2",Thu Oct 26 21:47:27 +0000 2017
1296440,1296439,Just checked into my flight. Here’s hoping it is more comfortable than two weeks ago 😩,"We hope so too, Madeleine. Have a great journey! ^Lolly",Thu Oct 26 21:47:38 +0000 2017
1296442,1296441,Back at T5 to grab up to Glasgow.,"Have a good flight, James! ^Lolly",Thu Oct 26 21:46:48 +0000 2017
1296444,1296446,"I'm on BA2214 tonight, it's showing delayed until 9pm. Do I still need to go to airport as if it was a 7.30 departure?","Hi Kerry, we're sorry for the delay in getting back to you and for the delay to your flight. Just for future reference, if your flight 1/2",Thu Oct 26 21:45:13 +0000 2017
1297170,1297168,Your planes are medieval!,Hi Max. Which flight is this referring to? ^Lolly,Thu Oct 26 22:03:42 +0000 2017
1297169,1297173,BA 247 which also arrived late and made me miss my connection. Then i was lied to and told it landed on time and they wouldn't issue a delay slip. Never again 👋🏻,"We're really sorry to hear about this, Max. We understand why you're feeling frustrated. We'd like to look into this further. 1/2",Fri Oct 27 14:52:18 +0000 2017
1297618,1297617,"Great new service, comfy White company blankets etc great crew BA115 upper deck today. Wish I hadn’t booked LGW on Monday https://t.co/s6XyPC3alt","Aww! Maybe next time, Martin. Thanks for the photos too! They're great. ^Lolly",Thu Oct 26 22:24:15 +0000 2017
1298120,1298119,new safety video utilises 2 great ingredients - humour &amp; celebrity most engaged I have ever seen a bunch of passengers https://t.co/EqX7YKnmZP,"We're glad to hear you approve, Simon. Thanks for your lovely feedback! ^Lolly",Thu Oct 26 22:43:18 +0000 2017
1298622,1298621,no one is responding I need help as I have a flight booked 4th dec and due to circumstance my fiancé can’t fly. #help,"Hi Lucy. Please DM us your full name, booking reference, email and postal address. We'll be happy to help. ^Lolly",Thu Oct 26 22:46:47 +0000 2017
1298827,1298826,Pls don't insult me further by pretending you care. Too late. Damage done. A weeks work screwed. BA - Bloody Awful!,"We're sorry you feel this way, Rob. We're here if you need any assistance. ^Steph",Mon Oct 16 09:14:57 +0000 2017
1298845,1298844,"Exceptional Flight from today BA295 LHR-ORD #britishairways Attentive crew, excellent service","We're pleased to hear this, John! We'll be sure to feed your comments back to the crew! ^David S",Mon Oct 16 09:07:54 +0000 2017
1299131,1299129,"warn your passengers that power banks need to be in hand baggage for checking at Delhi IGI Airport,","Hi Wendy, we do advise to check our website as this will show the most up to date info. ^JR",Thu Oct 26 23:13:05 +0000 2017
1299130,1299132,"Your website was checked, it still says in checked baggage for power banks and Delhi IGI do not allow this","Hi Wendy, we advise that fuel cells must be carried in cabin baggage at https://t.co/UupALsTmRu. ^BS",Fri Oct 27 20:56:58 +0000 2017
1299134,1299133,"3bookings done 5 tickets with 😅11/Nov2PRG &amp; 22/Nov-PVG all from LHR - extra luggage allowance now on Silver, reward4loyalty https://t.co/xtyyOHsvOM",You have a few trips planned there. We look forward to welcoming you on board soon. ^JR,Thu Oct 26 23:05:53 +0000 2017
1299136,1299137,care to weigh in?,"Hi Shimol, we're sorry for the delay in getting to you today and for the delay to your flight. We hope you still had a pleasant 1/2",Thu Oct 26 23:02:16 +0000 2017
1299748,1299747,when do tkts for Nov 18 nyc to lhr go onsale? thanks,"Hi David, we release flights 355 days in advance. ^JR",Thu Oct 26 23:17:51 +0000 2017
1299750,1299749,"are your online booking channels all down? Mobile browser, desktop browser, iOS app - nothing works.","Not that we're aware of, Mark. Have you tried clearing your cache/reinstalling the apps? ^Lolly",Thu Oct 26 23:26:04 +0000 2017
1299753,1299755,"hi all, just booked Club Europe flight...as checked bags, I’m allowed to take 2 bags up to 32kgs... each?or 32kgs in total?","Hi Antonio, as you're travelling in Club you'll have a higher baggage allowance. You're entitled to take two pieces of baggage and each 1/2",Thu Oct 26 23:23:45 +0000 2017
1299752,1299754,That’s a big amount of weight 😄... thanks for your confirmation! See you soon! ✈️,"Not a problem, Antonio. We're 24/7 if you need anything else. ^Ashleigh",Fri Oct 27 09:19:02 +0000 2017
1299759,1299762,- please advise when I’ll receive funds for the claim I made wrt the flight you cancelled from Nice to HR 13 Sept,"Hi Mary, did you receive a case reference number when you submitted your claim? If so, please DM us your full name, case ref and 1/2",Thu Oct 26 23:19:18 +0000 2017
1299764,1299763,How do you end up with a 1 hour 20 minute delay when the flight itself isn't that long?,"Hi Steve, it'll depend on the reason for the delay. We're sorry for any inconvenience this caused you. ^JR",Thu Oct 26 23:16:57 +0000 2017
1300275,1300274,"#Thankyou to your lovely #crew Ncl-LHR today, especially Nicky &amp; Jan. Made my daughter Ava's day https://t.co/dvIsJFlfxM","Aw how cute! Thanks for the feedback, Nicola! We're glad that Ava had an awesome time and we'll let the guys know too! ^Lolly",Thu Oct 26 23:38:35 +0000 2017
1300277,1300276,I am looking to book a flight but have found it £200 cheaper on another site!! Can you advise please??,Hi John. You can find all of the information on our Price Promise here: https://t.co/iiC2tE4tIp. I hope it helps. ^Lolly,Thu Oct 26 23:34:18 +0000 2017
1300279,1300280,Good day. Is there a problem with your App? Cannot check in on the app. Using Windows 10 as well as android.,"Hi, there aren't any general faults. If you let me know the flight number and error message, I'll be happy to report it for you, but you 1/2",Thu Oct 26 23:32:33 +0000 2017
1301062,1301063,can I provide a Global Entry number for my flight tomorrow?,"We can add this to your booking, however we don't participate in the scheme, Harriet. Please DM your booking reference, full name, 1/2",Mon Oct 16 09:41:58 +0000 2017
1301071,1301070,"When the app info says Terminal 1 Haneda, it really means International Terminal. Lucky I’m here early! https://t.co/4vVJGsnHgw","Apologies for any confusion, Tom! We hope you had a pleasant flight! ^David S",Mon Oct 16 09:40:57 +0000 2017
1301074,1301072,Today my dream of flying in an #Airbus #A380 will finally come true. I planned my whole trip for this! you’re the best 🙌🏽✈️,"This is fantastic, Aimee. We hope you thoroughly enjoy your time on board our A380. Where are we flying you today? ^Steph",Mon Oct 16 09:37:57 +0000 2017
1301073,1301075,You flew me from Miami - just landed in London. Such an awesome flight!,"We're so pleased to hear that, Aimee! Thanks for your positive feedback. ^Linda",Mon Oct 16 13:47:02 +0000 2017
1301104,1301102,"The all too common woeful service from not 1st time this year but, it is the last; they are now of Bottom list #PoorService","We're concerned to hear you feel this way, Greg. Is there anything we can help you with? ^Steph",Mon Oct 16 09:36:20 +0000 2017
1301103,1301106,"Too late I'm afraid, now booked onto easyJet as BA phone number supplied wasn't connected, web/app of no use &amp; no representatives at airport","We're disappointed that we've not been able to help you and that you've booked with an alternative airline, Greg. 1/2",Mon Oct 16 10:09:02 +0000 2017
1301112,1301109,NEVER again will I fly Lose your bags and then can’t get hold of anyone. Ruined a holiday of a lifetime.,"We're sorry to hear this, Jeff. Please follow this link to check the status of your bag: https://t.co/hXpzKXG8jW. ^David S",Mon Oct 16 09:35:28 +0000 2017
1301111,1301114,I’ve tried all that. You have sent me wrong information over and over again. Nobody in your company has a clue and my trip is ruined.,"We can appreciate how frustrating this must be. If you could DM us your WorldTracer reference, 1/2",Mon Oct 16 15:25:11 +0000 2017
1301117,1301119,ruined my travel arrangements by overbooking flights to JFK. Selling tickets for non-existing seats is unethical.,Occasionally we do it get it wrong and will ask for volunteers to travel later. If no one volunteers we will select people instead. 2/3,Mon Oct 16 09:32:06 +0000 2017
1301122,1301125,"Just had awful experience with a JFK, flight been delayed, won’t let me in lounge , won’t even give me WiFi code!","We're sorry your flight's delayed, Will. We do need to be consistent as to be fair to all of our customers. 1/2",Mon Oct 16 09:31:43 +0000 2017
1301128,1301129,"...like banks marketing papers without real backing but just a probability of profit, ""occasionally"" causing the whole economy to crash 2/2","Hi Gurur, we're so sorry about this. Did you manage to get rebooked or anything at the airport? ^Alex C",Mon Oct 16 16:49:30 +0000 2017
1301558,1301559,Hey I need to speak to someone about a flight booking (calling from US) but every number on your website fails?,"Hi Bobson, if you DM your query with your ref, email and contact number, we'll be happy to take a look. If you didn't book through BA 1/2",Fri Oct 27 00:09:28 +0000 2017
1301990,1301989,👍 to for not charging a fee to change seat. Long overdue.,"We're happy to help, Gareth. Thanks for your feedback. ^Lolly",Fri Oct 27 00:23:18 +0000 2017
1302864,1302862,Hey any update on flight BA 4463 please? 17 October 8:10am,I'm afraid we don't have any updates yet. Please continue to check our website for more information. ^David S,Mon Oct 16 09:46:46 +0000 2017
1304386,1304391,"Thank you, for changing my preselected seat from aisle to middle on my 3rd 10 hour flight to London this year.","Hi Tony, I can understand your frustration, but I'm afraid seating can never be guaranteed. You can change your seat at 1/2",Fri Oct 27 01:37:45 +0000 2017
1304385,1304389,3rd flight this year to London on BA. $2600.00. Middle seat. Changed after booked. Unacceptable.,"We sometimes have to move passengers for operational reasons, Tony. This is why we never guarantee seating. We're sorry that you...1/2",Fri Oct 27 02:05:19 +0000 2017
1304393,1304394,"Malua Maria Benesch Rixen, __email__ Case reference: 17118803","1/2 Hi Mal, for your security please remove your personal details off the public feed. As you already have a case reference,",Fri Oct 27 01:34:29 +0000 2017
1304396,1304395,I had to take a taxi as we arrived so late and the lady at BA told me get a receipt and claim it online but I cannot find out where?,"Please can you send us your full name, email address and case reference, Mal. We'll take a look at your case &amp; send you the link. ^Ash",Sun Oct 22 07:27:53 +0000 2017
1304398,1304397,Thank you for the fantastic crew and service during emergency landing and also after. Fantastic pilot and crew #malaga,"Thanks for your Tweet and kind words, Mal. You can thank the pilot and crew directly here too: https://t.co/xYSkp0Us6j Thanks. ^Kev",Fri Oct 20 07:10:30 +0000 2017
1305354,1305355,"how do I add a bag during payment? You only offer Basic and Plus for all passengers, but we only want to check in one bag! please help!","All passengers must be travelling on the same fare, Shaun. If you wish to travel on separate fares, you'll...1/2",Fri Oct 27 02:13:16 +0000 2017
1305357,1305358,I've been trying to book flights on your website for the past hour but can't proceed because I keep getting served errors,"Have you tried clearing your cache, Marie? If this doesn't resolve the issue, we'd suggest contacting...1/2",Fri Oct 27 02:09:31 +0000 2017
1305360,1305359,can I take a 27inch cruiser skateboard in the cabin? Plus a hand luggage suitcase? https://t.co/t8EJLHmVr2,Hi Juno. All information we have regarding cabin baggage can be found here: https://t.co/D7SBviVNUr. ^Lolly,Fri Oct 27 02:01:48 +0000 2017
1305805,1305803,great way to start the long journey to Canberra 😬 #SouthLounge #Heathrow now to find a place to live in #Australia https://t.co/TPAbaTyFCt,"Looks like you're living the dream, Dave. Good look with the house hunting! ^Lolly",Fri Oct 27 02:29:15 +0000 2017
1305804,1305806,Half way there #Singapore thanks Lolly.,Hi Dave. Keep us in the loop. Let us know when you find somewhere to live. We hope you enjoyed the trip. ^N,Fri Oct 27 19:41:14 +0000 2017
1306199,1306196,disgusted by lack of service/availability when I was stranded at Lima airport this eve knowing the connection was delayed!,"This is concerning to hear, Melissa. What happened? ^David",Mon Oct 16 10:29:01 +0000 2017
1306198,1306201,"My flight booked on the same reference was delayed from Cuzco, several of us tried 2 contact BA 2 highlight this. BA were not around 2 help!","Hi Melissa, I'm sorry your flight was delayed, which meant you missed your connecting flight with us. Can you DM us your D.O.B, email 1/2",Mon Oct 16 20:11:58 +0000 2017
1306204,1306205,Your system says I don't have an ESTA but I do. This is why I can't check-in online right now. What do I do now?,"Hi Rabi, we get ESTA confirmation from US Homeland Security. If it's not being received by https://t.co/2Ty8CEO0Dq, you'll need to check 1/2",Fri Oct 27 02:40:23 +0000 2017
1306207,1306208,Another 2 hour delay -thanks . Every time I travel with you..,"We're disappointed to hear that, Russ. We hope the airport staff offered you an explanation for the delay. Please accept our 1/2",Mon Oct 16 10:17:20 +0000 2017
1306210,1306209,thank you for looking after me so well on my recent trip from GLA to LHR and back. Very good assistance and support.,"It was our pleasure, Andrew! I hope we'll see you on board again soon. ^BS",Fri Oct 27 02:37:44 +0000 2017
1306213,1306217,Any people able to tell me best way to fly to Australia in Avios from December coming back 1st/2nd week Jan? Left it late I know 🙈,"Which dates and flights are you looking at, Aaron. It's likely that any redemption bookings over the...1/2",Fri Oct 27 02:34:57 +0000 2017
1306212,1306215,"Hi Lolly. Something like 12 Dec to 8 Jan (dates have some flexibility). Happy to go with Partner airlines, and also split the journey through anywhere really (China, Japan, Sing, anywhere). Thanks","Hi Aaron, our Sales team are best placed to offer you best advise on flights to Australia. You can find their contact number 1/2",Fri Oct 27 12:45:37 +0000 2017
1306597,1306598,"looking at booking a holiday, where does it let you book seats",Hi James. You can select seating either via Manage My Booking after you book or by speaking...1/2,Fri Oct 27 02:57:39 +0000 2017
1306599,1306600,"Thats great, if we go with yourself al book via https://t.co/JqTs3v6aVa ;-)","We look forward to welcoming you on board, James. ^Linda",Fri Oct 27 14:40:16 +0000 2017
1306603,1306602,Can you confirm STD for 282 leaving LAX on 27th October as your info says 1535 others sites says 1730?,Hi Dave. Any updates can be found here: https://t.co/Md01pAPZDw. We hope this helps! ^Lolly,Fri Oct 27 02:46:06 +0000 2017
1306925,1306924,"Roughest ever flight across Atlantic to Washington, but pilot superb in explaining there was nothing to worry about👌🏻🇬🇧🛬🇺🇸","Thanks for letting us know, Kevin. We appreciate the positive feedback! ^Lolly",Fri Oct 27 03:10:56 +0000 2017
1307442,1307441,"Hi BA, really missing the ""Explorer map"" to find Avios flights, it has been down a long time - is it coming back up soon?","There is no plans to do so at the moment, Oliver. We appreciate the feedback however. ^Lolly",Fri Oct 27 03:22:03 +0000 2017
1307444,1307445,"- wow! Your online issues are crazy. can't check in, seats lost, blocked page via popup, does not work in Chrome ( are you insane ). You are making travelling with a newborn hell.","Hi Jennifer. If you continue to experience issues, we can only advise you to check in at the airport. 1/2",Fri Oct 27 03:20:24 +0000 2017
1307446,1307447,That’s what we did - your employees are better then your tech. Seriously- you really need to fix your website. It’s unacceptable.,"Thanks for your feedback about https://t.co/2Ty8CEO0Dq, Jennifer. I've passed your comments to the relevant team. ^BS",Sat Oct 28 04:10:12 +0000 2017
1307449,1307448,I have trouble login in with my Avios number 40538225. Can you please let me know if this number is still valid,"Hi Hassan. Please DM us your full name, address, email and date of birth. We'll then be able to look into this for you. ^Lolly",Fri Oct 27 03:16:34 +0000 2017
1307451,1307452,really disappointed in the #glutenfree meal I got on BA093 to Toronto; also flying home BA &amp; worried about food options,"We're sorry to hear this, Anna. We'll pass your feedback on to our Catering team however. If you have...1/2",Fri Oct 27 03:15:12 +0000 2017
1307889,1307890,why are your staff at terminal five so unhelpful and unfriendly? A smile is free and it doesn't hurt,"I absolutely agree, Esna! I'm sorry to hear you didn't get the service you should expect from us yesterday. I hope you enjoyed your 1/2",Fri Oct 27 03:44:29 +0000 2017
1307892,1307895,you oversold seats and now I have to wait till tomorrow to get my flight again. This is competely unnaceptable,"If there's anything we can help with, please DM the details with your full name, ref, email and contact number via the link below. ^BS 3/3 https://t.co/L1epyfzysM",Fri Oct 27 03:40:19 +0000 2017
1308395,1308394,hi need to upgrade BA lounge ORD as lacking power outlets - rather dated now ....,Thanks for your feedback! I've passed it to the relevant team for you. ^BS,Fri Oct 27 04:12:04 +0000 2017
1308399,1308398,"thanks for sticking us on a plane that should have been out of circulation in the 1990s, looking forward to the flight 😒","We're sorry you were unhappy with the aircraft you were travelling on, Rik. Which flight were you on? ^Jane",Fri Oct 20 06:57:07 +0000 2017
1308401,1308400,Hi - I read that there is a strike planned for Italy tomorrow. Will this impact BA572 flight to Milan Malpensa? Thanks.,"Hi, we're expecting BA572 to operate normally this morning. You can check the latest info at https://t.co/BFVbm8WBFe. ^BS",Fri Oct 27 04:06:36 +0000 2017
1308619,1308617,or flying through the First Wing? https://t.co/rcCo8TcSBG,"Hi Ajay, enjoy your flight! ^Alex C",Mon Oct 16 10:41:22 +0000 2017
1308622,1308624,"Morning, I’m travelling from London to Glasgow on the 21:45 flight. In here it says we can change. https://t.co/WCwF5Kc36H","We can take a look at your booking as long as you haven't checked in for your flight. Please DM your booking reference, full name, 1/2",Mon Oct 16 10:36:41 +0000 2017
1308626,1308625,Lovely warm welcome on the 193 this morning Helen is a hoot.,That's great to hear! We hope you had a pleasant flight! ^David,Mon Oct 16 10:34:43 +0000 2017
1308629,1308627,Once again can't check in online so can't book our seats for our flight tomorrow. Really disappointed.,"We're sorry to hear that, Fiona. Where are you due to travel from? What error message did you get? ^Linda",Mon Oct 16 10:33:07 +0000 2017
1308628,1308630,"Newark, New York to London and then on to Glasgow. It asks for additional passenger info but says completed when you go in?","Hi Fiona, could you DM us your booking reference, full name and email address. We'll take a look. ^Alex C",Mon Oct 16 14:56:30 +0000 2017
1308655,1308656,"Stuck in Tokyo, trying to urgently change flights and yr system is down. No phone, so how do you get help?","We're sorry to hear that, Jill. We'll arrange to call you back to discuss changing your flights. DM us your booking ref, email address, 1/2",Mon Oct 16 10:30:42 +0000 2017
1308760,1308758,"M3MV9D booking number. Am told by your customer care that BA sold ticket of a bankrupt airline, hence no refund for last minute cancellation! Is it true?? #doubleharassment","Hi Deepak. Please DM us your full name, email, postal address and date of birth. We'll be able to then take a look for you! ^Lolly",Fri Oct 27 04:27:42 +0000 2017
1308759,1308761,"Please send me a DM, as twitter is not allowing me to send you a direct message","Sorry about this, Deepak. We're now following you so you should be able to DM us your query. ^DaniH",Fri Oct 27 16:35:44 +0000 2017
1308763,1308764,Rep Melissa has been supposed to be emailing my mum regarding a holiday she found her in NYC- nothing received.. help!,"Hi Catherine, I'm afraid we can't assist with new bookings via this channel. Your mum will need to contact our Sales team directly. 1/2",Fri Oct 27 04:27:22 +0000 2017
1308767,1308765,", just boarded BA11. again another very poor experience. BA no longer top tier. BA please look at Emirates 4 how to do this","We're sorry to hear this, Benj. Could you elaborate a little? ^Lolly",Fri Oct 27 04:26:30 +0000 2017
1308766,1308769,Where 2 begin. BA competing 2 be budget airline with budget attitudes &amp; budget service at premium prices. Complaint &amp; feedback letter 2 come,Hi Benj. This is really disappointing to hear. Sorry if we've let you down and we hope we can show you a better time next time. (1/2),Fri Oct 27 18:53:10 +0000 2017
1308771,1308772,"Hi Chris, we were asked to check out at 5 for a transfer to the airport which is now 25 mins late. Unacceptable from BA","Hi Kim, I hope you didn't have to wait much longer for your transfer. I've passed your feedback to our Customer Experience team, so they 1/2",Fri Oct 27 04:19:24 +0000 2017
1308774,1308773,"We have but no representative from BA is here to tell us what happens today, any ideas when we can expect a taxi back to the airport?","Hi Kim, the flight is currently due to depart at 21:00 local time. We would advise going to the airport 3 hours in advance of this. ^Chris",Thu Oct 26 15:18:43 +0000 2017
1308777,1308775,Not impressed with your treatment of passengers on delayed flight 0248 GIG - LHR.,"Hi Kim, we're sorry for the delay. They should've provided a hotel. Use this link for any disruption expenses: https://t.co/bTXr0uBdw6. ^Raj",Thu Oct 26 07:10:40 +0000 2017
1308779,1308781,"frustrated at no response of fulfilling lost baggage claim for 2 mo sent online, fax &amp; mail no check/response!!!!!","This doesn't sound right, Amy. Can you please DM us your full name, email, WorldTracer reference and if you have it, your complaints...1/2",Fri Oct 27 04:16:13 +0000 2017
1309271,1309272,fab flight left duty free on aircraft can someone contact me. Heathrow to delhi tonight,Hi Ann. Anything left on board is handed in at the Lost Property office in the airport you land at. You can...1/2,Fri Oct 27 04:39:46 +0000 2017
1309273,1309274,All sorted thank you airways you have been fab,"I’m glad you got sorted, Ann. We’re always here if you need any help. ^Davina",Sun Oct 29 06:23:42 +0000 2017
1309276,1309275,great views flying with you yesterday -Castillon-de-Larboust #travel https://t.co/mio6kKVlZ4,Beautiful! Thanks for sharing and have an amazing day! ^Lolly,Fri Oct 27 04:37:50 +0000 2017
1309278,1309277,can you brief staff about the baggage policy if ticket was purchased pre-policy change for mixed class travel. Thx!,"Thanks for taking the time to send us your feedback, Kat. I've passed it to our Customer Experience team for you. ^BS",Fri Oct 27 04:37:43 +0000 2017
1309280,1309281,JNB/LHR online checkin. What does this mean? Sorry we are unable to display your booking as there are no flights in booking,"Hi Ash, if you DM your booking ref, email and contact number, we'll take a look. If you booked through a travel agent, I'd recommend 1/2",Fri Oct 27 04:36:17 +0000 2017
1309283,1309282,Hello - my mum is flying with you on Saturday to Hong Kong -is she allowed to take her Kindle on board?,"We couldn't think of anything worse than travelling without your Kindle, Chrissie. Of course she can take it with her! ^Lolly",Fri Oct 27 04:35:33 +0000 2017
1309286,1309287,avois and tier points messed up again! How many more times,"Hi Jon. Send us a DM with your booking reference, email, Executive Club membership number, and...1/2",Fri Oct 27 04:32:57 +0000 2017
1309765,1309764,"I may have said this before, but I do like the new safety video!","I'm glad to hear it, Christopher! We do, too! ^BS",Fri Oct 27 04:53:48 +0000 2017
1310407,1310406,"Saying something that I’m watching the safety video still, just for 😹😹",It's worth it for the laughs though! Hopefully you'll get to watch it on board again soon. ^Steph,Fri Oct 27 05:09:48 +0000 2017
1311701,1311700,the Concorde room at JFK looks pretty cool 😉,"Hi Napple, glad you like it! How's the Cone doing? ^Danny",Fri Oct 27 05:56:36 +0000 2017
1311703,1311702,Great work tonight on NF6AS7 into Gatwick from Turin... 25 early minutes arrival too 🙌🙌🙌,"Hi, Tom, that's great to hear. Can you just remove your reference from public view for security! How was Piedmont? ^Danny",Fri Oct 27 05:51:26 +0000 2017
1311875,1311874,Booked the Eurostar as I still couldn’t get through on the phone.,We're sorry to hear that Scott. Please DM us if you need any help with your booking. ^Beth,Fri Nov 03 15:14:49 +0000 2017
1311877,1311876,"Thanks you cancel my flight home, and then when I ring the Gold number I’m greeted with a message asking me to call later",Hi Scott. I'm sorry to hear your flight was cancelled. Have you now managed to be rebooked? ^Kev,Fri Nov 03 09:36:02 +0000 2017
1311879,1311880,Dublin to Heathrow flight is delayed by 2hrs. 5th delayed BA flight in a row. I will be flying from now on.,"Sorry your flight has been delayed, Amy. A lot of our flights have been affected by the weather in London today. 1/2",Fri Nov 03 15:12:28 +0000 2017
1311882,1311883,": Trying to fly from Vienna to London: thee hours #delay, no #announcement, #worst airline!","Hi Christoph, we've experienced quite a few disrupted flights following adverse weather in London this morning. We're really sorry 1/2",Fri Nov 03 15:10:54 +0000 2017
1311885,1311884,", Amazing crew ( Laura, joey and Ella) on BA2068, 2 Nov for the excellent friendly service on board. MRU-LGW. https://t.co/Sm8lqIdTQ5","Thanks for your Tweet, Shashi. You can them all by clicking on the following link: https://t.co/qRvRLUGMBJ Thanks again. ^Kev",Fri Nov 03 15:04:06 +0000 2017
1311887,1311886,Thanks for letting me know. It seems that things are slowly getting back to normal now.,"You're welcome, Daniel. The fog has slowly lifted so things will be getting back to normal. Thanks again. ^Kev",Fri Nov 03 15:01:31 +0000 2017
1311889,1311888,Hi there - I notice that most of your CDG-LHR flights are severely delayed today - is this due to fog at LHR?,Hi Daniel. The fog in the London area has had an impact on our schedules today. I'm sorry for any inconvenience this has caused you. ^Kev,Fri Nov 03 11:11:23 +0000 2017
